timestamp,stage,solver_pid,physical_total_gb,physical_available_gb,commit_limit_gb,commit_headroom_gb,d_free_gb
2026-07-29 15:20:41,waiting_resources,,23.642162322998047,16.20574951171875,40.794105529785156,28.275588989257812,74.42143249511719
2026-07-29 15:20:41,fieldsolve_start,,23.642162322998047,16.20574951171875,40.794105529785156,28.275588989257812,74.42143249511719
2026-07-29 15:20:41,running_fieldsolve,2488,23.642162322998047,16.234622955322266,40.794105529785156,28.323753356933594,74.42142868041992
2026-07-29 15:21:01,running_fieldsolve,2488,23.642162322998047,13.724838256835938,40.794105529785156,25.593669891357422,74.2637710571289
2026-07-29 15:21:21,running_fieldsolve,2488,23.642162322998047,13.569480895996094,40.794105529785156,25.370933532714844,74.2637710571289
2026-07-29 15:21:41,running_fieldsolve,2488,23.642162322998047,13.621685028076172,40.794105529785156,25.402587890625,74.26254272460938
2026-07-29 15:22:01,running_fieldsolve,2488,23.642162322998047,15.024829864501953,40.794105529785156,26.839092254638672,74.34813690185547
2026-07-29 15:22:21,running_fieldsolve,2488,23.642162322998047,15.409759521484375,40.794105529785156,27.299339294433594,74.29312896728516
2026-07-29 15:22:41,running_fieldsolve,2488,23.642162322998047,13.639026641845703,40.794105529785156,25.40869903564453,74.2928466796875
2026-07-29 15:23:01,running_fieldsolve,2488,23.642162322998047,13.671924591064453,40.794105529785156,25.427005767822266,74.2928466796875
2026-07-29 15:23:21,running_fieldsolve,2488,23.642162322998047,10.734031677246094,40.794105529785156,22.370555877685547,74.2923583984375
2026-07-29 15:23:41,running_fieldsolve,2488,23.642162322998047,6.510765075683594,40.794105529785156,16.230091094970703,74.2923583984375
2026-07-29 15:24:01,running_fieldsolve,2488,23.642162322998047,6.554973602294922,40.794105529785156,16.953815460205078,74.2923583984375
2026-07-29 15:24:21,running_fieldsolve,2488,23.642162322998047,5.5124359130859375,40.794105529785156,16.235031127929688,74.2923583984375
2026-07-29 15:24:41,running_fieldsolve,2488,23.642162322998047,6.3832855224609375,40.794105529785156,16.7003173828125,74.2923583984375
2026-07-29 15:25:01,running_fieldsolve,2488,23.642162322998047,5.476123809814453,40.794105529785156,16.20867156982422,74.2923583984375
2026-07-29 15:25:21,running_fieldsolve,2488,23.642162322998047,8.802406311035156,40.794105529785156,11.289115905761719,74.2923583984375
2026-07-29 15:25:41,running_fieldsolve,2488,23.642162322998047,3.430469512939453,40.794105529785156,10.69891357421875,74.2923583984375
2026-07-29 15:26:01,running_fieldsolve,2488,23.642162322998047,0.7148704528808594,40.794105529785156,11.220142364501953,74.2923583984375
2026-07-29 15:26:22,running_fieldsolve,2488,23.642162322998047,1.3653984069824219,40.794105529785156,10.93149185180664,73.71068954467773
2026-07-29 15:26:42,running_fieldsolve,2488,23.642162322998047,1.4016876220703125,40.794105529785156,10.959300994873047,72.5473518371582
2026-07-29 15:27:02,running_fieldsolve,2488,23.642162322998047,1.5685195922851562,40.794105529785156,11.129356384277344,71.38401412963867
2026-07-29 15:27:22,running_fieldsolve,2488,23.642162322998047,1.3750648498535156,40.794105529785156,11.061195373535156,70.8023452758789
2026-07-29 15:27:42,running_fieldsolve,2488,23.642162322998047,1.3939018249511719,40.794105529785156,11.082542419433594,69.63900756835938
2026-07-29 15:28:02,running_fieldsolve,2488,23.642162322998047,1.6089324951171875,40.794105529785156,11.166393280029297,68.47566986083984
2026-07-29 15:28:22,running_fieldsolve,2488,23.642162322998047,1.6100006103515625,40.794105529785156,11.170341491699219,67.31233215332031
2026-07-29 15:28:42,running_fieldsolve,2488,23.642162322998047,1.683441162109375,40.794105529785156,11.13418197631836,66.73066329956055
2026-07-29 15:29:02,running_fieldsolve,2488,23.642162322998047,1.7088470458984375,40.794105529785156,11.131168365478516,65.56732559204102
2026-07-29 15:29:22,running_fieldsolve,2488,23.642162322998047,1.75555419921875,40.794105529785156,11.171329498291016,64.40398788452148
2026-07-29 15:29:42,running_fieldsolve,2488,23.642162322998047,1.6838569641113281,40.794105529785156,11.02187728881836,63.24058532714844
2026-07-29 15:30:02,running_fieldsolve,2488,23.642162322998047,2.326465606689453,40.794105529785156,11.146438598632812,62.65891647338867
2026-07-29 15:30:22,running_fieldsolve,2488,23.642162322998047,2.4095802307128906,40.794105529785156,11.195426940917969,61.49533462524414
2026-07-29 15:30:42,running_fieldsolve,2488,23.642162322998047,2.350025177001953,40.794105529785156,11.083953857421875,60.33199691772461
2026-07-29 15:31:02,running_fieldsolve,2488,23.642162322998047,2.388538360595703,40.794105529785156,11.161041259765625,59.16865921020508
2026-07-29 15:31:22,running_fieldsolve,2488,23.642162322998047,2.4963722229003906,40.794105529785156,11.270988464355469,58.58699035644531
2026-07-29 15:31:42,running_fieldsolve,2488,23.642162322998047,2.412303924560547,40.794105529785156,11.143539428710938,57.42365264892578
