candidate_index,source_candidate_index,sample_index,k,ratio,variant,common_command_hash,weights_frozen_before_high_operator_evaluation,thresholds_changed,high_source_root_cause,high_identity_psll_db,high_identity_weakest_target_gain_db,high_identity_target_spread_db,high_identity_nearest_iso_db,high_identity_local_iso_db,high_identity_pointing_error_deg,high_identity_active_rl_floor_db,high_identity_psll_margin_db,high_identity_nearest_iso_margin_db,high_identity_local20_iso_margin_db,high_identity_mainlobe_margin_db,high_identity_active_rl_margin_db,high_identity_hardware_margin_db,high_identity_combined_dynamic_range_db,high_identity_combined_peak_to_rms_db,high_identity_corner_power_increase_db,high_identity_normalized_wng_db,high_identity_strict_pass,high_E2_source_psll_db,high_E2_source_weakest_target_gain_db,high_E2_source_target_spread_db,high_E2_source_nearest_iso_db,high_E2_source_local_iso_db,high_E2_source_pointing_error_deg,high_E2_source_active_rl_floor_db,high_E2_source_psll_margin_db,high_E2_source_nearest_iso_margin_db,high_E2_source_local20_iso_margin_db,high_E2_source_mainlobe_margin_db,high_E2_source_active_rl_margin_db,high_E2_source_hardware_margin_db,high_E2_source_combined_dynamic_range_db,high_E2_source_combined_peak_to_rms_db,high_E2_source_corner_power_increase_db,high_E2_source_normalized_wng_db,high_E2_source_strict_pass
0,0,426106,2,0.5,joint_median_r2_rl11p5,262ace43daefc1788c28a3cf1b6137c2d582c8f6fe11051a2a1f88112411040d,1,0,active_rl,-9.196327209472656,82.16056823730469,0.00946044921875,31.331096649169922,24.348983764648438,8.537736462515939e-07,9.6678697603805,9.196327209472656,6.331096649169922,4.3489837646484375,0.4280548095703125,-0.3321302533149719,1.0,15.995724000898146,5.942175906943944,0.0,-0.7504814130193084,0,-9.112663269042969,82.1644287109375,0.0080108642578125,31.17144775390625,24.11870574951172,8.537736462515939e-07,9.187918371984887,9.112663269042969,6.17144775390625,4.118705749511719,0.431915283203125,-0.8120816349983215,0.9937254190444946,16.081977083398876,5.89533578406483,0.00627460814640871,-0.7453497511344076,0
1,1,426104,2,0.5,joint_median_r2_rl11p5,92231530f465f12554c357c49063a3a8a03cfc408859c66133a3f6479d215e42,1,0,active_rl,-9.299430847167969,81.79206085205078,0.02025604248046875,31.55205535888672,24.45093536376953,8.537736462515939e-07,9.530915338902112,9.299430847167969,6.552055358886719,4.450935363769531,0.2691192626953125,-0.46908465027809143,1.0,17.404244594290397,4.2860713006831945,0.0,-0.7934490425725004,0,-9.378189086914062,81.78874969482422,0.02617645263671875,30.741939544677734,24.538402557373047,0.9999999999999002,9.305416798055607,9.378189086914062,5.741939544677734,4.538402557373047,0.26580810546875,-0.6945831775665283,1.0174152851104736,17.045560243979722,4.414922011249013,-0.017415324211776644,-0.8050683239905452,0
2,2,426100,2,0.5,joint_weak_r2_rl10p5,ca388cfcbc0b4ee54a40cf5385c3cdb2eb8254f51ddc580c101dd34fa2929fb5,1,0,active_rl,-4.6427459716796875,81.4942626953125,0.0179290771484375,32.66032028198242,24.692367553710938,0.0,9.209627148830755,4.6427459716796875,7.660320281982422,4.6923675537109375,0.35749053955078125,-0.7903728485107422,1.0,17.088205141284167,7.844946841346973,0.0,-1.2316497278716625,0,-4.677482604980469,81.47093200683594,0.03957366943359375,33.013370513916016,24.28353500366211,0.0,8.947775507954388,4.677482604980469,8.013370513916016,4.283535003662109,0.33415985107421875,-1.0522245168685913,1.0069578886032104,17.849169070545777,7.940540670146765,-0.00695783707603926,-1.2399465016607094,0
3,3,426107,2,0.6000000238418579,joint_median_r2_rl11p5,9ffa7cfbb3c4d91d8094d3a06d3ff1268e987e72f5de1b4e045417602ea7f8ad,1,0,active_rl,-10.0079345703125,82.68257141113281,0.00873565673828125,31.058155059814453,24.816085815429688,1.0000000000002647,9.317901966753917,10.0079345703125,6.058155059814453,4.8160858154296875,0.39101409912109375,-0.6820980310440063,1.0,16.496322191642243,4.62994084584045,0.0,-0.7303836227825433,0,-10.188499450683594,82.65120697021484,0.06512451171875,31.229141235351562,24.49950408935547,1.0000000000002647,9.139826682073616,10.188499450683594,6.2291412353515625,4.499504089355469,0.359649658203125,-0.8601733446121216,1.0002741813659668,16.99605594976036,4.675909863308441,-0.0002742056308809597,-0.7326286205636066,0
4,4,426102,2,0.699999988079071,baseline_frozen,7785bb79fb335c3312ceeea2a41ffd0cc588b9478133f8c6aa8c3871066cbf58,1,0,active_rl,-8.415336608886719,83.68254089355469,0.076202392578125,28.384952545166016,24.917587280273438,8.537736462515939e-07,10.224186902661978,8.415336608886719,3.3849525451660156,4.9175872802734375,0.4853363037109375,0.22418689727783203,1.0,17.980732544042873,5.057347057013831,0.0,-0.6032315049358362,1,-8.35736083984375,83.67977142333984,0.09467315673828125,28.47290802001953,24.71826934814453,8.537736462515939e-07,9.79046327945923,8.35736083984375,3.4729080200195312,4.718269348144531,0.48256683349609375,-0.20953671634197235,1.0110523700714111,18.146362937189757,4.963094028963363,-0.011052352539152401,-0.6001788476644067,0
5,5,426105,2,0.800000011920929,joint_median_r2_rl11p5,f52321725cb2273be6d8f56c3979496ae97d5856ec901df0cf85bb5afb2392ff,1,0,active_rl,-10.359771728515625,84.1818618774414,0.02910614013671875,29.393733978271484,23.715763092041016,1.0000000000002647,9.54591968815169,10.359771728515625,4.393733978271484,3.7157630920410156,0.48654937744140625,-0.4540803134441376,1.0,17.55679220390774,4.4446939980431655,0.0,-0.4011399521967378,0,-10.28759765625,84.19522094726562,0.00113677978515625,29.90079116821289,24.036338806152344,1.0000000000002647,9.774066835437024,10.28759765625,4.900791168212891,4.036338806152344,0.499908447265625,-0.22593316435813904,1.0070780515670776,18.351275731713397,4.632890058382274,-0.007078030749659302,-0.4036491575684697,0
6,6,426109,2,0.6000000238418579,joint_median_r5_rl12,6dff00ed2653f9392b8d5bfd3de99b1eb4e4d2a81aef48f65939479f9109e1c0,1,0,active_rl,-9.262382507324219,82.65345764160156,0.01621246337890625,30.603591918945312,25.398338317871094,8.537736462515939e-07,9.69325230630111,9.262382507324219,5.6035919189453125,5.398338317871094,0.1019744873046875,-0.306747704744339,1.0,16.249657395383505,5.749243866702862,0.0,-1.1875227819399443,0,-9.331680297851562,82.63693237304688,0.04449462890625,31.703399658203125,24.749000549316406,8.537736462515939e-07,9.808990412241847,9.331680297851562,6.703399658203125,4.749000549316406,0.08544921875,-0.19100958108901978,1.0043179988861084,15.99448759436855,5.729395344575633,-0.004317979624242378,-1.192889148340006,0
7,7,426111,4,0.5,baseline_frozen,0dfdfd29d747ce1509336f7c9396ec071059da2385147a1564a40b43f8026959,1,0,active_rl,-5.2823638916015625,79.16205596923828,0.05741119384765625,26.93978500366211,22.502796173095703,1.0000000000002647,10.143427802061675,5.2823638916015625,1.9397850036621094,2.502796173095703,0.46915435791015625,0.1434278041124344,1.0,17.94703965320352,7.536873236785244,0.0,-0.7505558503149292,1,-5.332572937011719,79.12997436523438,0.0565643310546875,26.399677276611328,22.216995239257812,1.0000000000002647,9.895242767007966,5.332572937011719,1.3996772766113281,2.2169952392578125,0.43707275390625,-0.10475723445415497,0.9894413352012634,18.451843944275424,7.668069981065807,0.010558649891522325,-0.765439714376006,0
8,8,426115,4,0.5,baseline_frozen,2ce0b6915393bfc4001ed62c2a5fb840513fd38cbe5bddce61c28a81558ecdf3,1,0,active_rl,-3.1549911499023438,78.3900146484375,0.14186859130859375,26.286251068115234,22.54452896118164,0.9999999999999002,10.234130768835332,3.1549911499023438,1.2862510681152344,2.5445289611816406,0.44626617431640625,0.23413076996803284,1.0,18.092236158727232,8.522180897117249,0.0,-1.0990127789374435,1,-3.0757522583007812,78.38158416748047,0.1630401611328125,25.905296325683594,22.60382080078125,0.9999999999999002,10.093654169561876,3.0757522583007812,0.9052963256835938,2.60382080078125,0.437835693359375,0.09365417063236237,0.9810609817504883,18.10383717421366,8.412076703823471,0.018939025565653717,-1.0949309527156115,1
9,9,426116,4,0.6000000238418579,joint_median_r2_rl11p5,7e10061b8aaab4f1abd2e0b899c271b936aefc7e6f3124dbd9d5de753fff71df,1,0,active_rl,-7.090126037597656,79.37073516845703,0.0249481201171875,27.218067169189453,21.387374877929688,1.0000000000006293,9.251384398449051,7.090126037597656,2.218067169189453,1.3873748779296875,0.4412384033203125,-0.7486156225204468,1.0,17.32817033219214,6.417595919777913,0.0,-0.531035074099028,0,-7.1244049072265625,79.34413146972656,0.0845947265625,27.223567962646484,21.241539001464844,1.0000000000006293,8.741375280729926,7.1244049072265625,2.2235679626464844,1.2415390014648438,0.41463470458984375,-1.2586246728897095,0.9898560643196106,17.170990231650137,6.357249680808613,0.010143961995175145,-0.5357104951853201,0
