name,level,status,source_path,snapshot_path,size_bytes,sha256,note
dense_summary,A,passed,hfss_outputs/trusted_dense_local_eep_joint_20260724_run02/dense_refinement_summary.json,baselines/2026-07-24-dense-local-hfss/snapshots/dense_summary.json,636,768fedebaf9a5c8d8f43b4ba21fd1094b302644fb38f5c74edc1ff695fa9af0b,Dense local-5-degree EEP projection summary for all 96 candidates.
dense_candidate_metrics,A,diagnostic,hfss_outputs/trusted_dense_local_eep_joint_20260724_run02/dense_refinement_candidate_metrics.csv,baselines/2026-07-24-dense-local-hfss/snapshots/dense_candidate_metrics.csv,43828,e66b7082d76cfce72f9afbce921e098917065577437b9391a2e764f65ebcfb7c,"Per-candidate dense EEP, active-RL, mainlobe, and strict-gate metrics."
dense_trials,A,diagnostic,hfss_outputs/trusted_dense_local_eep_joint_20260724_run02/dense_refinement_trials.csv,baselines/2026-07-24-dense-local-hfss/snapshots/dense_trials.csv,67658,bf631807940264813e78fd9fc766f365a4725a99104ed2c9070e698c363444ee,Paired preserve-target and equalized-target dense projection trials.
dense_weights,A,eep_hfss_validated,hfss_outputs/trusted_dense_local_eep_joint_20260724_run02/dense_refined_task_weights.npz,baselines/2026-07-24-dense-local-hfss/snapshots/dense_weights.npz,1157973,9f200c3414ab06710c813cd03094149a4e1afbfaf7a7365c250f9a95fb80d294,Task-level dense-local weights with exact combined-weight reconstruction.
shortlist_prepare,A,passed,hfss_outputs/trusted_dense_joint_hfss_dataset_20260724_run01/prepare_summary.json,baselines/2026-07-24-dense-local-hfss/snapshots/shortlist_prepare.json,502,ff84ed60e63200ab7b46b1d6a4b8c8e2d1b82e28d4799d7abf7f854dd55a72ff,Gated 15-candidate and 65-case sparse multibeam HFSS shortlist.
shortlist_manifest,A,passed,hfss_outputs/trusted_dense_joint_hfss_dataset_20260724_run01/candidate_manifest.csv,baselines/2026-07-24-dense-local-hfss/snapshots/shortlist_manifest.csv,2134,a6b9982185384afc4467c5b1531af21cdd17e4fc563a6d0950226eb79bc6d2fa,Traceable mapping from local HFSS candidates to the 96-candidate dense smoke.
hfss_analysis,A,passed,hfss_outputs/trusted_dense_joint_hfss_smoke_20260724_run01/analysis_summary.json,baselines/2026-07-24-dense-local-hfss/snapshots/hfss_analysis.json,640,ac0ce990c40df7a795a6bb4168be24e750b5fba833efbe5a4fd82271cad7f12a,Complete no-scale EEP/HFSS analysis for all 65 combined and task cases.
hfss_case_metrics,A,diagnostic,hfss_outputs/trusted_dense_joint_hfss_smoke_20260724_run01/case_reconstruction_metrics.csv,baselines/2026-07-24-dense-local-hfss/snapshots/hfss_case_metrics.csv,19578,05aee359c476134c669992ee13f6aa84829857ea038cdb99edc0912a796c2b68,Per-case complex-field and magnitude reconstruction errors.
hfss_candidate_labels,A,positive_labels,hfss_outputs/trusted_dense_joint_hfss_smoke_20260724_run01/candidate_residual_labels.csv,baselines/2026-07-24-dense-local-hfss/snapshots/hfss_candidate_labels.csv,8151,4c3bdbf3dfd1ce5a429252d129e55b62cfcd08472e14bef67597e1600c0dea90,Fifteen trusted sparse multibeam positive labels; no ratio-1 control is included.
hfss_decision,A,labels_allowed_critic_held,hfss_outputs/trusted_dense_joint_hfss_decision_20260724_run01/dense_joint_hfss_smoke_decision.json,baselines/2026-07-24-dense-local-hfss/snapshots/hfss_decision.json,2069,7b658d73515c5ac85f73eea1935cf8b9e25a09aaba1e885cd1dc5c807351f436,Experiment-specific label and residual-critic decision without the legacy 96-row assumption.
hfss_groups,A,diagnostic,hfss_outputs/trusted_dense_joint_hfss_decision_20260724_run01/dense_joint_hfss_group_summary.csv,baselines/2026-07-24-dense-local-hfss/snapshots/hfss_groups.csv,5196,c97fa92b90df1abceb23ab00f39822f864e158fffc404d34b6eff205bf0f1221,"HFSS strict-gate and residual statistics grouped by K, ratio, and scan class."
mapping_smoke,A,passed,hfss_outputs/trusted_dense_joint_hfss_mapping_smoke_20260724_run01/analysis_summary.json,baselines/2026-07-24-dense-local-hfss/snapshots/mapping_smoke.json,635,74b1e2a70bd9d8ed1198676299649686b139f5bf57b680a6615f0bbe9e487ffa,Seven-case K=6 mapping smoke run before the 65-case batch.
