name,level,status,source_path,snapshot_path,size_bytes,sha256,note
fieldsolve_validation,A,passed,hfss_outputs/fixed_mesh_eep_fieldsolve_20260723_run05_ddm80/solve/fieldsolve_validation.json,baselines/2026-07-24/snapshots/fieldsolve_validation.json,2119,dde22bff52acd72a73f69d0d0342715dece3d5f8894bead9719bedbc0bd8bb9c,Field-enabled fixed-mesh DDM solve cross-checked against the trusted direct S256.
eep_operator,A,passed,hfss_outputs/fixed_mesh_eep256_20260723_run05/operator_analysis_summary.json,baselines/2026-07-24/snapshots/eep_operator.json,653,b24e3ec7675a3a228223f598546b8d1070bce648a11399569ef0dac096c506e1,Complete 256-port complex Etheta/Ephi EEP operator audit.
eep_superposition,A,passed,hfss_outputs/fixed_mesh_eep256_20260723_run05/superposition_analysis_summary.json,baselines/2026-07-24/snapshots/eep_superposition.json,753,2f22382eaea74b4689043d60e82825adc2b0ef3d29044596b327aeb9e82040c2,Initial three-case no-scale complex-field superposition smoke.
candidate_prepare,A,passed,hfss_outputs/trusted_eep_residual_20260723_run02/validation_dataset/prepare_summary.json,baselines/2026-07-24/snapshots/candidate_prepare.json,1203,9be3e07495688af390962783247c1f1f1ae8cc98f3a02bfc24c87b61eff7d301,New-label candidate distribution and scene semantics.
reconstruction_validation,A,pattern_labels_only,hfss_outputs/trusted_eep_residual_20260723_run02/eep_hfss_validation/analysis_summary.json,baselines/2026-07-24/snapshots/reconstruction_validation.json,673,52270560bc6cdda835ede56c710f0e842686d4b69fbb6774e2c44e391269aefe,Ninety-six candidates and 474 no-scale EEP/HFSS task cases.
grouped_split,A,passed,hfss_outputs/trusted_eep_residual_20260723_run02/eep_hfss_validation/grouped_split_manifest.json,baselines/2026-07-24/snapshots/grouped_split.json,2815,c9236ccd5ccc95484556c23b62b9dcd20045e77b2373158c069d91fecd14e4fd,Leakage-free sample_index grouped train/validation/test split.
residual_labels,A,pattern_labels_only,hfss_outputs/trusted_eep_residual_20260723_run02/eep_hfss_validation/candidate_residual_labels.csv,baselines/2026-07-24/snapshots/residual_labels.csv,44512,2d86fa5630fbea87749f0b870c1fd1b52d3c6041f32b8bc4e44fe5db659f95bc,"Per-candidate EEP/HFSS residuals, gates, and S256 matching metrics."
dataset_package,A,passed,hfss_outputs/trusted_eep_residual_20260723_run02/dataset_v2_20260724/package_summary.json,baselines/2026-07-24/snapshots/dataset_package.json,802,8f9db0d1171fa2a459d522839c29bca2d4169fe4fda96ea76809cb410cd0fdf0,Canonical non-destructive dataset package audit.
dataset_schema,A,passed,hfss_outputs/trusted_eep_residual_20260723_run02/dataset_v2_20260724/dataset_schema.json,baselines/2026-07-24/snapshots/dataset_schema.json,4806,bff364fccb26dfb72d966f1c553d7651f396b2c599d3821e24e4831bac161dcc,"Names, shapes, and dtypes for every packaged array."
residual_dataset,A,pattern_labels_only,hfss_outputs/trusted_eep_residual_20260723_run02/dataset_v2_20260724/residual_critic_dataset_v2.npz,baselines/2026-07-24/snapshots/residual_dataset.npz,1409992,f7f5a7124168e0d7b2415d75ac81b7f7a3b136fcad27021f23e8055b1594cdfd,"Compact arrays containing canonical scene IDs, masks, task weights, combined weights, metrics, gates, and splits."
group_summary,A,diagnostic,hfss_outputs/trusted_eep_residual_20260723_run02/eep_hfss_validation/fullwave_summary_by_k_ratio_scan.csv,baselines/2026-07-24/snapshots/group_summary.csv,5509,3420b9dc14819c259efc4ecf81b4af37fa74cb0841178f2f9c6caee87bb1e0b3,"K, ratio, and scan-angle grouped full-wave statistics."
critic_decision,A,held,hfss_outputs/trusted_eep_residual_20260723_run02/eep_hfss_validation/critic_training_decision.json,baselines/2026-07-24/snapshots/critic_decision.json,1360,5ce444a8cf6f8b39d70ba01bbe31a17481e35cbdce22427e4f8330d1184cf93a,Residual-critic readiness decision based on residual scale and label support.
critic_priority,A,diagnostic,hfss_outputs/trusted_eep_residual_20260723_run02/eep_hfss_validation/critic_priority_candidates.csv,baselines/2026-07-24/snapshots/critic_priority.csv,44512,0065676cbb16a02e9a44992268fd53c64ee40e87ce21cbedb955a5a89261be70,Near-boundary and hard-positive candidate priority list.
null_metrics,A,baseline_only,hfss_outputs/trusted_eep_residual_20260723_run02/eep_hfss_validation/null_residual_baseline_metrics.csv,baselines/2026-07-24/snapshots/null_metrics.csv,1528,9a1fb024ebbb4e067174d3db3dd92d78dd3e4a18c1c74340f1492ab896bb3feb,Zero/train-mean residual baseline metrics.
null_checkpoint,A,baseline_only,hfss_outputs/trusted_eep_residual_20260723_run02/eep_hfss_validation/null_residual_critic_checkpoint.npz,baselines/2026-07-24/snapshots/null_checkpoint.npz,1771,92574b4a983e690d5131881b688a209a1348f21212be1a4859b8aa18cc096466,Reproducible null checkpoint; not an engineering feasibility critic.
