candidate_index,sample_index,sample_id,scene_id,source_dataset,source_sample_index,selection_role,k,ratio,active_count,large_scan,min_target_separation_deg,variant_kind,parent_candidate_index,parent_ratio,ratio_delta,phase_error_rms_deg,gain_error_rms_db,dropout_count,phase_bits,amplitude_bits,perturbation_seed,eep_psll_db,hfss_psll_db,delta_psll_db,eep_nearest_iso_db,hfss_nearest_iso_db,delta_nearest_iso_db,eep_local_iso_db,hfss_local_iso_db,delta_local_iso_db,eep_mainlobe_gain_db,hfss_mainlobe_gain_db,delta_mainlobe_gain_db,eep_target_spread_db,hfss_target_spread_db,eep_pointing_error_deg,hfss_pointing_error_deg,all_case_worst_active_rl_db,all_case_worst_total_rl_db,gate15,strict_gate20,mainlobe_gate,active_RL_gate,strict_engineering_gate,eep_gate15,hard_negative,hard_positive,fullwave_complete,near_boundary,training_priority
0,100000,expand_c000_s100000,expanded_100000_391e33a8305ff00f,expanded_independent_scenes_run01,36,nominal_control,4,0.4140625,106,0,22.024211883544922,nominal_control,0,0.4140625,0.0,0.0,0.0,0,6,7,-1,-5.881446838378906,-5.8814544677734375,-7.62939453125e-06,27.66585922241211,27.665851593017578,-7.62939453125e-06,22.969810485839844,22.969825744628906,1.52587890625e-05,78.38299560546875,78.38299560546875,0.0,0.086517333984375,0.0865325927734375,0.6180056077586904,0.6180056077586904,10.0149863457482,10.027062540393196,1,1,1,1,1,1,0,1,1,1,5
1,100000,expand_c001_s100000,expanded_100000_391e33a8305ff00f,expanded_independent_scenes_run01,36,targeted_mainlobe_failure,4,0.4140625,106,0,22.024211883544922,targeted_mainlobe_failure,0,0.4140625,0.0,19.749818801879883,0.0,0,6,7,-1,-5.881446838378906,-5.377471923828125,0.5039749145507812,27.66585922241211,25.050811767578125,-2.6150474548339844,22.969810485839844,21.590221405029297,-1.3795890808105469,78.38299560546875,78.259765625,-0.12322998046875,0.086517333984375,0.432373046875,0.6180056077586904,2.0656136473050704,-0.45458393662221774,10.021825898905865,1,1,0,0,0,1,0,1,1,1,5
2,100001,expand_c002_s100001,expanded_100001_a06f20efa93cb102,expanded_independent_scenes_run01,36,nominal_control,4,0.4140625,106,0,22.024211883544922,nominal_control,0,0.4140625,0.0,0.0,0.0,0,6,7,-1,-6.122413635253906,-6.122413635253906,0.0,26.936351776123047,26.936405181884766,5.340576171875e-05,22.73568344116211,22.735668182373047,-1.52587890625e-05,78.14541625976562,78.14541625976562,0.0,7.62939453125e-06,1.52587890625e-05,8.537736462515939e-07,8.537736462515939e-07,10.031128250568816,10.03127065366511,1,1,1,1,1,1,0,1,1,1,5
3,100001,expand_c003_s100001,expanded_100001_a06f20efa93cb102,expanded_independent_scenes_run01,36,targeted_mainlobe_failure,4,0.4140625,106,0,22.024211883544922,targeted_mainlobe_failure,0,0.4140625,0.0,19.954696655273438,0.0,0,6,7,-1,-6.122413635253906,-6.048797607421875,0.07361602783203125,26.936351776123047,23.02312469482422,-3.913227081298828,22.73568344116211,21.036849975585938,-1.6988334655761719,78.14541625976562,78.20257568359375,0.057159423828125,7.62939453125e-06,0.182708740234375,8.537736462515939e-07,2.5169727705883447,5.137834645145527,9.998536130677776,0,0,0,0,0,1,1,0,1,1,7
4,100002,expand_c004_s100002,expanded_100002_2a5bd091b9b20386,expanded_independent_scenes_run01,36,nominal_control,4,0.4140625,106,0,22.680789947509766,nominal_control,0,0.4140625,0.0,0.0,0.0,0,6,7,-1,-5.991004943847656,-5.9910125732421875,-7.62939453125e-06,26.68256378173828,26.682594299316406,3.0517578125e-05,22.871700286865234,22.871726989746094,2.6702880859375e-05,78.27896881103516,78.27896881103516,0.0,0.06233978271484375,0.06233978271484375,0.6511067549847858,0.6511067549847858,10.055018418107188,10.036171395897792,1,1,1,1,1,1,0,1,1,1,5
5,100002,expand_c005_s100002,expanded_100002_2a5bd091b9b20386,expanded_independent_scenes_run01,36,targeted_mainlobe_failure,4,0.4140625,106,0,22.680789947509766,targeted_mainlobe_failure,0,0.4140625,0.0,19.571496963500977,0.0,0,6,7,-1,-5.991004943847656,-4.8787994384765625,1.1122055053710938,26.68256378173828,24.78772735595703,-1.89483642578125,22.871700286865234,22.108436584472656,-0.7632637023925781,78.27896881103516,78.04165649414062,-0.23731231689453125,0.06233978271484375,0.613922119140625,0.6511067549847858,2.1134676935535603,-4.7857435544224165,10.002386429781218,0,0,0,0,0,1,1,0,1,1,7
6,100003,expand_c006_s100003,expanded_100003_d2a18d05fd31a230,expanded_independent_scenes_run01,18,nominal_control,2,0.4140625,106,0,31.377717971801758,nominal_control,1,0.4140625,0.0,0.0,0.0,0,6,7,-1,-10.302116394042969,-10.302108764648438,7.62939453125e-06,26.087383270263672,26.087364196777344,-1.9073486328125e-05,23.568256378173828,23.56824493408203,-1.1444091796875e-05,81.99815368652344,81.99815368652344,0.0,0.0,0.0,1.2074182697257333e-06,1.2074182697257333e-06,10.061136046450477,10.05746509899887,1,1,1,1,1,1,0,1,1,1,5
7,100003,expand_c007_s100003,expanded_100003_d2a18d05fd31a230,expanded_independent_scenes_run01,18,targeted_mainlobe_failure,2,0.4140625,106,0,31.377717971801758,targeted_mainlobe_failure,1,0.4140625,0.0,23.6594295501709,0.0,0,6,7,-1,-10.302116394042969,-7.8933258056640625,2.4087905883789062,26.087383270263672,27.363380432128906,1.2759971618652344,23.568256378173828,22.28518295288086,-1.2830734252929688,81.99815368652344,81.8667221069336,-0.13143157958984375,0.0,0.00540924072265625,1.2074182697257333e-06,2.570843980844874,-3.394598648513527,9.929904621329156,1,1,0,0,0,1,0,1,1,1,5
8,100004,expand_c008_s100004,expanded_100004_bb1b3d2f0a523733,expanded_independent_scenes_run01,18,nominal_control,2,0.4140625,106,0,31.377717971801758,nominal_control,1,0.4140625,0.0,0.0,0.0,0,6,7,-1,-11.237258911132812,-11.237289428710938,-3.0517578125e-05,30.618438720703125,30.618438720703125,0.0,22.201885223388672,22.201858520507812,-2.6702880859375e-05,81.59603881835938,81.59605407714844,1.52587890625e-05,0.7642669677734375,0.7642440795898438,1.2074182697257333e-06,1.2074182697257333e-06,10.051672112422969,10.086371000913477,1,1,1,1,1,1,0,1,1,1,5
9,100004,expand_c009_s100004,expanded_100004_bb1b3d2f0a523733,expanded_independent_scenes_run01,18,targeted_mainlobe_failure,2,0.4140625,106,0,31.377717971801758,targeted_mainlobe_failure,1,0.4140625,0.0,17.209875106811523,0.0,0,6,7,-1,-11.237258911132812,-7.108589172363281,4.128669738769531,30.618438720703125,29.213024139404297,-1.4054145812988281,22.201885223388672,20.848167419433594,-1.3537178039550781,81.59603881835938,81.61140441894531,0.0153656005859375,0.7642669677734375,0.81671142578125,1.2074182697257333e-06,1.9999999999999472,8.875137978435472,10.024028807789776,1,1,0,0,0,1,0,1,1,1,5
