variant,freeze_index,sample_index,k,ratio,nominal_identity_psll_db,nominal_identity_weakest_target_gain_db,nominal_identity_target_spread_db,nominal_identity_nearest_iso_db,nominal_identity_local_iso_db,nominal_identity_pointing_error_deg,nominal_identity_active_rl_floor_db,nominal_identity_active_rl_gate,nominal_identity_psll_margin_db,nominal_identity_nearest_iso_margin_db,nominal_identity_local20_iso_margin_db,nominal_identity_mainlobe_margin_db,nominal_identity_active_rl_margin_db,nominal_identity_hardware_margin_db,nominal_identity_strict_pass,nominal_identity_combined_dynamic_range_db,nominal_identity_combined_peak_to_rms_db,nominal_identity_corner_power_increase_db,nominal_identity_normalized_wng_db,nominal_identity_network_efficiency,frequency_low_identity_psll_db,frequency_low_identity_weakest_target_gain_db,frequency_low_identity_target_spread_db,frequency_low_identity_nearest_iso_db,frequency_low_identity_local_iso_db,frequency_low_identity_pointing_error_deg,frequency_low_identity_active_rl_floor_db,frequency_low_identity_active_rl_gate,frequency_low_identity_psll_margin_db,frequency_low_identity_nearest_iso_margin_db,frequency_low_identity_local20_iso_margin_db,frequency_low_identity_mainlobe_margin_db,frequency_low_identity_active_rl_margin_db,frequency_low_identity_hardware_margin_db,frequency_low_identity_strict_pass,frequency_low_identity_combined_dynamic_range_db,frequency_low_identity_combined_peak_to_rms_db,frequency_low_identity_corner_power_increase_db,frequency_low_identity_normalized_wng_db,frequency_low_identity_network_efficiency,frequency_low_E2_source_psll_db,frequency_low_E2_source_weakest_target_gain_db,frequency_low_E2_source_target_spread_db,frequency_low_E2_source_nearest_iso_db,frequency_low_E2_source_local_iso_db,frequency_low_E2_source_pointing_error_deg,frequency_low_E2_source_active_rl_floor_db,frequency_low_E2_source_active_rl_gate,frequency_low_E2_source_psll_margin_db,frequency_low_E2_source_nearest_iso_margin_db,frequency_low_E2_source_local20_iso_margin_db,frequency_low_E2_source_mainlobe_margin_db,frequency_low_E2_source_active_rl_margin_db,frequency_low_E2_source_hardware_margin_db,frequency_low_E2_source_strict_pass,frequency_low_E2_source_combined_dynamic_range_db,frequency_low_E2_source_combined_peak_to_rms_db,frequency_low_E2_source_corner_power_increase_db,frequency_low_E2_source_normalized_wng_db,frequency_low_E2_source_network_efficiency,frequency_high_identity_psll_db,frequency_high_identity_weakest_target_gain_db,frequency_high_identity_target_spread_db,frequency_high_identity_nearest_iso_db,frequency_high_identity_local_iso_db,frequency_high_identity_pointing_error_deg,frequency_high_identity_active_rl_floor_db,frequency_high_identity_active_rl_gate,frequency_high_identity_psll_margin_db,frequency_high_identity_nearest_iso_margin_db,frequency_high_identity_local20_iso_margin_db,frequency_high_identity_mainlobe_margin_db,frequency_high_identity_active_rl_margin_db,frequency_high_identity_hardware_margin_db,frequency_high_identity_strict_pass,frequency_high_identity_combined_dynamic_range_db,frequency_high_identity_combined_peak_to_rms_db,frequency_high_identity_corner_power_increase_db,frequency_high_identity_normalized_wng_db,frequency_high_identity_network_efficiency,frequency_high_E2_source_psll_db,frequency_high_E2_source_weakest_target_gain_db,frequency_high_E2_source_target_spread_db,frequency_high_E2_source_nearest_iso_db,frequency_high_E2_source_local_iso_db,frequency_high_E2_source_pointing_error_deg,frequency_high_E2_source_active_rl_floor_db,frequency_high_E2_source_active_rl_gate,frequency_high_E2_source_psll_margin_db,frequency_high_E2_source_nearest_iso_margin_db,frequency_high_E2_source_local20_iso_margin_db,frequency_high_E2_source_mainlobe_margin_db,frequency_high_E2_source_active_rl_margin_db,frequency_high_E2_source_hardware_margin_db,frequency_high_E2_source_strict_pass,frequency_high_E2_source_combined_dynamic_range_db,frequency_high_E2_source_combined_peak_to_rms_db,frequency_high_E2_source_corner_power_increase_db,frequency_high_E2_source_normalized_wng_db,frequency_high_E2_source_network_efficiency,all_corner_strict_pass,all_corner_pattern_pass,all_corner_active_rl_pass,robust_worst_margin_db,robust_pattern_margin_db,robust_active_rl_margin_db,robust_hardware_margin_db,minimum_network_efficiency,reserve11_pass
old_series_l_0p533nH_q50,0,426100,2,0.6000000238418579,-6.066322326660156,81.53704833984375,0.0,31.00820541381836,24.93307876586914,0.0,11.335961098724665,1,6.066322326660156,6.008205413818359,4.933078765869141,0.40027618408203125,1.335961103439331,1.0,1,16.008344301514267,5.821471915845137,0.0,-1.6474033360414415,0.9838884610773503,-5.79449462890625,81.53717803955078,7.62939453125e-06,30.442188262939453,25.30785369873047,0.0,11.056944874408327,1,5.79449462890625,5.442188262939453,5.307853698730469,0.4004058837890625,1.0569448471069336,1.0,1,16.008344301514267,5.821471915845137,0.0,-1.6355610867473929,0.9858922535757145,-5.719459533691406,81.52328491210938,0.00800323486328125,30.99420166015625,25.166515350341797,0.0,10.898524328909344,1,5.719459533691406,5.99420166015625,5.166515350341797,0.38651275634765625,0.8985243439674377,1.0240579843521118,1,16.14682722395027,5.830785025111157,-0.024058010530825874,-1.639712889882869,0.9858884768663195,-6.368354797363281,81.49403381347656,0.0,31.184581756591797,24.49518585205078,0.0,11.006278934677486,1,6.368354797363281,6.184581756591797,4.495185852050781,0.35726165771484375,1.0062789916992188,1.0,1,16.008344301514267,5.821471915845137,0.0,-1.6655895543235224,0.9817169975327318,-6.343681335449219,81.47533416748047,0.00574493408203125,30.70480728149414,24.861587524414062,0.0,10.905178885532239,1,6.343681335449219,5.704807281494141,4.8615875244140625,0.33856201171875,0.9051789045333862,0.9997252225875854,1,16.101709623743773,5.934840165260068,0.00027477027964329536,-1.6937639532442526,0.9817099498527027,1,1,1,0.33856201171875,0.33856201171875,0.8985243439674377,0.9997252225875854,0.9817099498527027,0
old_series_l_0p533nH_q50,1,426102,2,0.699999988079071,-7.844001770019531,83.69720458984375,0.1164703369140625,28.44457244873047,24.883663177490234,8.537736462515939e-07,11.245286806416228,1,7.844001770019531,3.4445724487304688,4.883663177490234,0.5,1.2452868223190308,1.0,1,17.980732544042873,5.057347056808954,0.0,-0.6061193202146723,0.9846164575172143,-7.2995147705078125,83.64756774902344,0.17706298828125,28.43768310546875,24.85745620727539,8.537736462515939e-07,9.485456970599543,0,7.2995147705078125,3.43768310546875,4.857456207275391,0.4503631591796875,-0.5145430564880371,1.0,0,17.980732544042873,5.057347056808954,0.0,-0.6182416209290429,0.9864620284879055,-7.0205841064453125,83.65641784667969,0.148834228515625,28.537010192871094,24.288997650146484,8.537736462515939e-07,9.111035729038008,0,7.0205841064453125,3.5370101928710938,4.288997650146484,0.4592132568359375,-0.8889642953872681,1.0056685209274292,0,18.95445959035001,5.149880483510909,-0.005668558389306278,-0.6193202765578973,0.9864604779500208,-8.415336608886719,83.68254089355469,0.076202392578125,28.384952545166016,24.917587280273438,8.537736462515939e-07,10.224186874955334,1,8.415336608886719,3.3849525451660156,4.9175872802734375,0.4853363037109375,0.22418688237667084,1.0,1,17.980732544042873,5.057347056808954,0.0,-0.6032315050513279,0.9825192960665945,-8.35736083984375,83.67977142333984,0.09467315673828125,28.47290802001953,24.71826934814453,8.537736462515939e-07,9.790463256975286,0,8.35736083984375,3.4729080200195312,4.718269348144531,0.48256683349609375,-0.20953674614429474,1.0110523700714111,0,18.146362937189757,4.963094028963363,-0.011052352539152401,-0.6001788476644067,0.9825144999069425,0,1,0,-0.8889642953872681,0.4503631591796875,-0.8889642953872681,1.0,0.9825144999069425,0
old_series_l_0p533nH_q50,2,426104,2,0.6000000238418579,-5.924613952636719,81.8808822631836,7.62939453125e-06,28.22118377685547,22.714130401611328,8.537736462515939e-07,11.477068007631487,1,5.924613952636719,3.2211837768554688,2.714130401611328,0.357940673828125,1.4770680665969849,1.0,1,16.192933343659202,6.303495331182262,0.0,-1.194442582468242,0.9840724471970399,-6.091773986816406,81.85340881347656,7.62939453125e-06,28.496044158935547,22.465137481689453,8.537736462515939e-07,11.015518236653234,1,6.091773986816406,3.496044158935547,2.465137481689453,0.33046722412109375,1.0155181884765625,1.0,1,16.192933343659202,6.303495331182262,0.0,-1.1980280879675471,0.9862076935420545,-6.124092102050781,81.84319305419922,0.00547027587890625,28.486068725585938,22.603683471679688,8.537736462515939e-07,10.86508565251924,1,6.124092102050781,3.4860687255859375,2.6036834716796875,0.32025146484375,0.8650856614112854,1.0123963356018066,1,16.155560165342656,6.029954738349119,-0.01239635478882891,-1.1941355163442215,0.9862007461420724,-5.753082275390625,81.8526611328125,0.00876617431640625,28.02716064453125,22.96617889404297,0.9999999999999002,11.023699407401955,1,5.753082275390625,3.02716064453125,2.9661788940429688,0.32971954345703125,1.023699402809143,1.0,1,16.192933343659202,6.303495331182262,0.0,-1.2029335787386572,0.9817193016668035,-5.669075012207031,81.85861206054688,0.002105712890625,28.034988403320312,23.14459228515625,0.9999999999999002,10.968903012331857,1,5.669075012207031,3.0349884033203125,3.14459228515625,0.33567047119140625,0.9689030051231384,1.009278416633606,1,15.681752848093796,6.002811354709975,-0.009278461465723394,-1.2095205012229466,0.9817256309642078,1,1,1,0.32025146484375,0.32025146484375,0.8650856614112854,1.0,0.9817193016668035,0
old_series_l_0p533nH_q50,3,426105,2,0.800000011920929,-10.914047241210938,84.2050552368164,3.814697265625e-05,29.03485107421875,23.68077850341797,0.0,11.505573990238801,1,10.914047241210938,4.03485107421875,3.6807785034179688,0.5097427368164062,1.5055739879608154,1.0,1,17.55679220390774,4.44469399813706,0.0,-0.4003560224531299,0.98527875793843,-10.436531066894531,84.18408203125,6.103515625e-05,28.65993881225586,23.58563232421875,0.0,11.52012511012183,1,10.436531066894531,3.6599388122558594,3.58563232421875,0.48876953125,1.520125150680542,1.0,1,17.55679220390774,4.44469399813706,0.0,-0.4063666058058796,0.9869813096583764,-10.417251586914062,84.17072296142578,0.00771331787109375,28.50204849243164,23.423084259033203,0.0,11.447467204584296,1,10.417251586914062,3.5020484924316406,3.423084259033203,0.47541046142578125,1.4474672079086304,0.9950563907623291,1,16.68295902587063,4.429315170637937,0.004943611580018924,-0.41338853691646116,0.9869741989733612,-10.359771728515625,84.1818618774414,0.02910614013671875,29.393733978271484,23.715763092041016,1.0000000000002647,9.54591946704963,0,10.359771728515625,4.393733978271484,3.7157630920410156,0.48654937744140625,-0.4540805220603943,1.0,0,17.55679220390774,4.44469399813706,0.0,-0.4011399522192761,0.9832369528418012,-10.28759765625,84.19522094726562,0.00113677978515625,29.90079116821289,24.036338806152344,1.0000000000002647,9.774067033023018,0,10.28759765625,4.900791168212891,4.036338806152344,0.499908447265625,-0.22593297064304352,1.0070780515670776,0,18.351275731713397,4.632890058382274,-0.007078030749659302,-0.4036491575684697,0.9832187592006515,0,1,0,-0.4540805220603943,0.47541046142578125,-0.4540805220603943,0.9950563907623291,0.9832187592006515,0
old_series_l_0p533nH_q50,4,426106,2,0.6000000238418579,-9.08306884765625,82.1593017578125,0.004852294921875,35.304222106933594,24.843700408935547,0.20904642891876396,11.278921994388702,1,9.08306884765625,10.304222106933594,4.843700408935547,0.426788330078125,1.2789219617843628,1.0,1,16.447079759057907,5.650681862479288,0.0,-1.4587889759704076,0.98424776927452,-9.079727172851562,82.15605926513672,0.00499725341796875,35.13549041748047,24.843162536621094,0.20904642891876396,11.025620260083214,1,9.079727172851562,10.135490417480469,4.843162536621094,0.42354583740234375,1.0256202220916748,1.0,1,16.447079759057907,5.650681862479288,0.0,-1.4682397509260596,0.986198400282881,-8.868782043457031,82.15229034423828,0.00058746337890625,34.233917236328125,24.310604095458984,0.20904642891876396,10.995223857261664,1,8.868782043457031,9.233917236328125,4.310604095458984,0.41977691650390625,0.995223879814148,1.001326084136963,1,16.39713565013404,5.484936312635071,-0.0013260546644867476,-1.473937025615096,0.9862057087988703,-9.089157104492188,82.12193298339844,0.004730224609375,35.45711135864258,24.839248657226562,0.20904642891876396,10.937346427249857,1,9.089157104492188,10.457111358642578,4.8392486572265625,0.3894195556640625,0.9373463988304138,1.0,1,16.447079759057907,5.650681862479288,0.0,-1.453065937561552,0.9821030627373633,-9.084426879882812,82.12379455566406,0.0051116943359375,35.79380798339844,25.154541015625,8.537736462515939e-07,10.95452618973276,1,9.084426879882812,10.793807983398438,5.154541015625,0.3912811279296875,0.9545261859893799,0.9984042048454285,1,16.47768941269164,5.723107452644397,0.001595779786023742,-1.4610750800520451,0.9820922165374065,1,1,1,0.3894195556640625,0.3894195556640625,0.9373463988304138,0.9984042048454285,0.9820922165374065,0
old_series_l_0p533nH_q50,5,426107,2,0.800000011920929,-5.9586029052734375,82.4416275024414,0.00862884521484375,30.799381256103516,23.638771057128906,1.0000000000002647,11.17934453161551,1,5.9586029052734375,5.799381256103516,3.6387710571289062,0.1500701904296875,1.1793445348739624,1.0,1,17.785831995573233,8.576363032231665,0.0,-2.057816630562815,0.984325421369551,-5.710273742675781,82.39292907714844,0.04824066162109375,31.148418426513672,23.60805892944336,1.0000000000002647,10.158312983210811,1,5.710273742675781,6.148418426513672,3.6080589294433594,0.10137176513671875,0.15831297636032104,1.0,1,17.785831995573233,8.576363032231665,0.0,-2.076186256224511,0.9863029215262358,-5.603584289550781,82.36953735351562,0.0614166259765625,30.640296936035156,23.258831024169922,0.0,10.222297239031624,1,5.603584289550781,5.640296936035156,3.258831024169922,0.07798004150390625,0.22229723632335663,1.0058388710021973,1,17.688438866459983,8.72904399912709,-0.005838924222331571,-2.0762527069597563,0.9862963036368637,-6.193550109863281,82.40726470947266,0.02829742431640625,30.470462799072266,23.669052124023438,1.0000000000002647,10.078458588855934,1,6.193550109863281,5.470462799072266,3.6690521240234375,0.1157073974609375,0.07845859229564667,1.0,1,17.785831995573233,8.576363032231665,0.0,-2.0491561833459877,0.9821415653299309,-6.1853485107421875,82.412353515625,0.05205535888671875,30.00839614868164,23.635147094726562,1.0000000000002647,10.326750131169824,1,6.1853485107421875,5.008396148681641,3.6351470947265625,0.12079620361328125,0.32675012946128845,1.018998622894287,1,17.668310788213827,8.470590480395456,-0.01899863210473779,-2.0513237509937845,0.9821556825141866,1,1,1,0.07798004150390625,0.07798004150390625,0.07845859229564667,1.0,0.9821415653299309,0
old_series_l_0p533nH_q50,6,426109,2,0.6000000238418579,-9.272056579589844,82.7055435180664,0.0,30.58629608154297,25.404537200927734,8.537736462515939e-07,11.838860710218508,1,9.272056579589844,5.586296081542969,5.404537200927734,0.15406036376953125,1.8388607501983643,1.0,1,16.249657395383505,5.749243866304887,0.0,-1.191595538445626,0.9841548459163101,-9.344345092773438,82.69942474365234,7.62939453125e-06,30.531780242919922,25.369213104248047,8.537736462515939e-07,12.01289480446119,1,9.344345092773438,5.531780242919922,5.369213104248047,0.14794158935546875,2.012894868850708,1.0,1,16.249657395383505,5.749243866304887,0.0,-1.1970097917176046,0.986310797164861,-9.334930419921875,82.69647216796875,0.00310516357421875,30.433902740478516,25.51122283935547,8.537736462515939e-07,11.88477946709278,1,9.334930419921875,5.433902740478516,5.511222839355469,0.144989013671875,1.884779453277588,1.0131057500839233,1,15.895930126255749,5.849241061926161,-0.013105769382404755,-1.211480100375789,0.9863055835424538,-9.262382507324219,82.65345764160156,0.01621246337890625,30.603591918945312,25.398338317871094,8.537736462515939e-07,9.693252349399783,0,9.262382507324219,5.6035919189453125,5.398338317871094,0.1019744873046875,-0.3067476451396942,1.0,0,16.249657395383505,5.749243866304887,0.0,-1.1875227817162612,0.9817755317328759,-9.331680297851562,82.63693237304688,0.04449462890625,31.703399658203125,24.749000549316406,8.537736462515939e-07,9.808990465921742,0,9.331680297851562,6.703399658203125,4.749000549316406,0.08544921875,-0.1910095363855362,1.0043179988861084,0,15.99448759436855,5.729395344575633,-0.004317979624242378,-1.192889148340006,0.981758099447882,0,1,0,-0.3067476451396942,0.08544921875,-0.3067476451396942,1.0,0.981758099447882,0
old_series_l_0p533nH_q50,7,426110,4,0.699999988079071,-7.56500244140625,80.5351333618164,0.10277557373046875,27.138050079345703,22.37244415283203,1.0000000000002647,11.299615289804091,1,7.56500244140625,2.138050079345703,2.3724441528320312,0.5,1.2996152639389038,1.0,1,18.07907700872867,6.022904196321548,0.0,-0.38768212618998155,0.9843811357586475,-7.58013916015625,80.51301574707031,0.12747955322265625,27.046184539794922,22.48426055908203,8.537736462515939e-07,9.838962245282953,0,7.58013916015625,2.046184539794922,2.4842605590820312,0.47788238525390625,-0.16103775799274445,1.0,0,18.07907700872867,6.022904196321548,0.0,-0.39542547473525547,0.9864929018522726,-7.439643859863281,80.49461364746094,0.164703369140625,26.993118286132812,22.64495086669922,8.537736462515939e-07,9.872154208373885,0,7.439643859863281,1.9931182861328125,2.6449508666992188,0.45948028564453125,-0.12784579396247864,0.9872948527336121,0,18.393202765139055,5.968193336221088,0.012705164688967492,-0.4006557539601447,0.986482366824892,-7.5249786376953125,80.51146697998047,0.0851898193359375,27.061664581298828,22.270416259765625,1.0000000000002647,9.82784712094163,0,7.5249786376953125,2.061664581298828,2.270416259765625,0.4763336181640625,-0.17215287685394287,1.0,0,18.07907700872867,6.022904196321548,0.0,-0.38276658683617565,0.9820212825362853,-7.476905822753906,80.49637603759766,0.07482147216796875,26.21703338623047,22.271881103515625,1.0000000000002647,10.042410517243571,1,7.476905822753906,1.2170333862304688,2.271881103515625,0.46124267578125,0.04241051897406578,0.9888091683387756,1,18.136053346518594,5.923560871402667,0.01119085861638296,-0.3892178315146156,0.98202859519748,0,1,0,-0.17215287685394287,0.45948028564453125,-0.17215287685394287,0.9872948527336121,0.9820212825362853,0
old_series_l_0p533nH_q50,8,426111,4,0.699999988079071,-3.7363662719726562,79.04591369628906,0.10593414306640625,27.794635772705078,22.23971176147461,1.0567461324305636,11.066020358327338,1,3.7363662719726562,2.794635772705078,2.2397117614746094,0.3530120849609375,1.0660203695297241,1.0,1,17.64609302930952,7.028049881130061,0.0,-1.2878951691298368,0.984468533453378,-3.8203506469726562,79.04560852050781,0.10698699951171875,27.87353515625,22.192825317382812,1.0567461324305636,10.97836459494799,1,3.8203506469726562,2.87353515625,2.1928253173828125,0.3527069091796875,0.9783645868301392,1.0,1,17.64609302930952,7.028049881130061,0.0,-1.2987355134645362,0.9863819454882133,-3.8708419799804688,79.0323715209961,0.07541656494140625,28.353565216064453,22.154937744140625,1.0323261716465502,10.634598955068025,1,3.8708419799804688,3.353565216064453,2.154937744140625,0.33946990966796875,0.634598970413208,1.0008456707000732,1,17.721246128658763,7.154148941589319,-0.00084569662946014,-1.2985275403346275,0.9863714801667358,-3.6512985229492188,79.00508117675781,0.126800537109375,27.672210693359375,22.280105590820312,1.0567461324305636,10.75730214894877,1,3.6512985229492188,2.672210693359375,2.2801055908203125,0.3121795654296875,0.7573021650314331,1.0,1,17.64609302930952,7.028049881130061,0.0,-1.2817608687178725,0.9823298713435755,-3.6269378662109375,78.9872817993164,0.13913726806640625,27.722835540771484,22.380332946777344,1.0323261716465502,10.60750977061846,1,3.6269378662109375,2.7228355407714844,2.3803329467773438,0.29438018798828125,0.6075097918510437,0.9969862699508667,1,17.59667947279194,7.000372028833185,0.0030137244345276822,-1.2973937342451003,0.982336325811566,1,1,1,0.29438018798828125,0.29438018798828125,0.6075097918510437,0.9969862699508667,0.9823298713435755,0
old_series_l_0p533nH_q50,9,426113,4,0.800000011920929,-7.4534912109375,80.87745666503906,0.1199188232421875,29.522693634033203,23.46416473388672,0.9999999999999002,11.318617109703322,1,7.4534912109375,4.522693634033203,3.4641647338867188,0.00511932373046875,1.3186171054840088,1.0,1,18.189683171171918,5.9908860870940615,0.0,-0.604120718334415,0.9849435737909785,-7.7261810302734375,80.88992309570312,0.076141357421875,29.726028442382812,23.312721252441406,0.9999999999999002,11.400591070212895,1,7.7261810302734375,4.7260284423828125,3.3127212524414062,0.01758575439453125,1.4005910158157349,1.0,1,18.189683171171918,5.9908860870940615,0.0,-0.6062051002301139,0.9866803500369252,-7.7379608154296875,80.9010009765625,0.0970458984375,29.464004516601562,23.554672241210938,0.9999999999999002,11.43215498889276,1,7.7379608154296875,4.4640045166015625,3.5546722412109375,0.02866363525390625,1.4321550130844116,1.0084834098815918,1,18.26044691029062,5.753080757308703,-0.008483372699624786,-0.5964282686784405,0.98669268841193,-7.183280944824219,80.82180786132812,0.15178680419921875,29.316028594970703,23.60952377319336,0.9999999999999002,9.763941228809752,0,7.183280944824219,4.316028594970703,3.6095237731933594,-0.05052947998046875,-0.23605877161026,1.0,0,18.189683171171918,5.9908860870940615,0.0,-0.6041007825822244,0.9826739591248301,-7.070152282714844,80.83243560791016,0.18137359619140625,29.321582794189453,23.54171371459961,0.9999999999999002,9.10081800678697,0,7.070152282714844,4.321582794189453,3.5417137145996094,-0.0399017333984375,-0.8991820216178894,1.0029709339141846,0,17.85631376705378,5.633791758614613,-0.0029709843396446066,-0.6003548963859704,0.9826545142935408,0,0,0,-0.8991820216178894,-0.05052947998046875,-0.8991820216178894,1.0,0.9826545142935408,0
